Order_ID,Customer,Country,Region,Sales_Person,Product,Category,Amount,Currency,Order_Date,Payment_Method,Order_Status
10930,Client_849,USA,North America,Michael Chen,Electric Standing Desk,Furniture,850,USD,04/05/2023,Wire Transfer,Cancelled
10931,Client_146,Japan,APAC,Sarah Jenkins,iPhone 15 Pro,Electronics,999,USD,09/01/2023,PayPal,Pending
10932,Client_503,USA,North America,David Okoro,Herman Miller Chair,Furniture,1450,USD,2024.01.14,Wire Transfer,Pending
10933,Client_218,UK,EMEA,Sarah Jenkins,Rack Cabinet,Infrastructure,1200,EUR,11/20/2023,Credit Card,Completed
10934,Client_949,Canada,North America,Sarah Jenkins,Electric Standing Desk,Furniture,850,USD,17/07/2023,Wire Transfer,Completed
10935,Client_696,Nigeria,Africa,David Okoro,Rack Cabinet,Infrastructure,1200,USD,09/01/2023,PayPal,Completed
10936,Client_443,Canada,North America,Yuki Tanaka,iPhone 15 Pro,Electronics,999,GBP,22/09/2023,Wire Transfer,Completed
10937,Client_671,Australia,APAC,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,02/21/2023,Crypto,In Review
10938,Client_359,Canada,North America,Michael Chen,Electric Standing Desk,Furniture,850,USD,18/04/2024,Crypto,In Review
10939,Client_730,USA,North America,Sarah Jenkins,Thunderbolt Dock,Accessories,299 approx,USD,"Apr 10, 2023",Wire Transfer,In Review
10940,Client_430,Germany,EMEA,Michael Chen,Samsung S23 Ultra,Electronics,1199,EUR,09/01/2023,Crypto,Completed
10941,Client_263,Nigeria,Africa,David Okoro,Sony WH-1000XM5,Accessories,399 approx,JPY,2023.06.12,Crypto,Cancelled
10942,Client_446,UK,EMEA,David Okoro,Rack Cabinet,Infrastructure,1200,USD,2023.05.06,PayPal,Cancelled
10943,Client_346,UK,EMEA,Elena Rodriguez,Conference Table,Furniture,2100,NGN,"Feb 03, 2023",PayPal,Pending
10944,Client_750,Australia,APAC,David Okoro,iPhone 15 Pro,Electronics,999,EUR,2023.11.07,Wire Transfer,In Review
10945,Client_348,Canada,North America,David Okoro,Sony WH-1000XM5,Accessories,399,USD,2024.02.15,PayPal,In Review
10945,Client_348,Canada,North America,David Okoro,Sony WH-1000XM5,Accessories,399,USD,2024.02.15,PayPal,In Review
10946,Client_976,USA,North America,Michael Chen,Enterprise Server,Infrastructure,15200,USD,11/12/2023,Credit Card,Cancelled
10947,Client_661,Nigeria,Africa,Sarah Jenkins,Herman Miller Chair,Furniture,1450,GBP,N/A,Wire Transfer,In Review
10948,Client_651,Australia,APAC,Elena Rodriguez,Logitech MX Master,Accessories,99,JPY,02/23/2023,Crypto,Completed
10949,Client_799,USA,North America,Yuki Tanaka,Electric Standing Desk,Furniture,850,USD,2024.01.10,Credit Card,Completed
10950,Client_368,Japan,APAC,David Okoro,Electric Standing Desk,Furniture,850,USD,2023.05.17,Credit Card,Pending
10951,Client_474,Canada,North America,Michael Chen,Network Switch,Infrastructure,4500,USD,"Nov 05, 2023",Wire Transfer,In Review
10952,Client_967,UK,EMEA,Yuki Tanaka,Conference Table,Furniture,2100,JPY,21/05/2023,Crypto,Pending
10953,Client_576,USA,North America,Sarah Jenkins,Logitech MX Master,Accessories,99,USD,04/20/2024,Wire Transfer,Cancelled
10954,Client_934,Australia,APAC,David Okoro,Logitech MX Master,Accessories,99,GBP,"Aug 01, 2023",Wire Transfer,Completed
10955,Client_321,UK,EMEA,Michael Chen,Network Switch,Infrastructure,4500,NGN,01/13/2024,Crypto,Completed
10956,Client_641,USA,North America,Yuki Tanaka,Conference Table,Furniture,2100,USD,21/05/2023,Wire Transfer,In Review
10957,Client_17,Japan,APAC,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,EUR,2024.01.11,Credit Card,In Review
10958,Client_665,Canada,North America,Sarah Jenkins,Network Switch,Infrastructure,4500,USD,N/A,PayPal,Completed
10959,Client_853,Germany,EMEA,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,2023.12.11,Credit Card,In Review
10960,Client_769,Canada,North America,Sarah Jenkins,Conference Table,Furniture,2100,USD,21/03/2024,Wire Transfer,Completed
10961,Client_475,Nigeria,Africa,Sarah Jenkins,iPhone 15 Pro,Electronics,999,USD,04/02/2023,PayPal,Pending
10962,Client_956,Nigeria,Africa,Elena Rodriguez,Logitech MX Master,Accessories,99,USD,2023.10.30,PayPal,Completed
10963,Client_768,UK,EMEA,Yuki Tanaka,Enterprise Server,Infrastructure,15200,GBP,2023.09.25,PayPal,In Review
10964,Client_671,Australia,APAC,Yuki Tanaka,Enterprise Server,Infrastructure,15200,NGN,29/03/2024,Credit Card,Completed
10965,Client_314,UK,EMEA,David Okoro,Network Switch,Infrastructure,4500,GBP,2023.03.04,Credit Card,Completed
10966,Client_65,Japan,APAC,Michael Chen,Electric Standing Desk,Furniture,,JPY,26/04/2023,Crypto,Completed
10967,Client_301,Canada,North America,Yuki Tanaka,iPhone 15 Pro,Electronics,999,EUR,N/A,Crypto,Completed
10968,Client_329,UK,EMEA,Michael Chen,Network Switch,Infrastructure,4500,USD,2023.11.09,Wire Transfer,Cancelled
10968,Client_329,UK,EMEA,Michael Chen,Network Switch,Infrastructure,4500,USD,2023.11.09,Wire Transfer,Cancelled
10969,Client_170,Australia,APAC,Michael Chen,Enterprise Server,Infrastructure,USD 15200,USD,"Feb 05, 2024",Wire Transfer,Completed
10970,Client_482,USA,North America,Michael Chen,Electric Standing Desk,Furniture,850,USD,03/18/2024,PayPal,Cancelled
10971,Client_901,USA,North America,Elena Rodriguez,Thunderbolt Dock,Accessories,299,USD,18/03/2023,Crypto,Cancelled
10972,Client_303,Germany,EMEA,Elena Rodriguez,Conference Table,Furniture,2100,NGN,04/11/2023,PayPal,Completed
10973,Client_111,Nigeria,Africa,Sarah Jenkins,iPhone 15 Pro,Electronics,999,USD,05/07/2024,Wire Transfer,Cancelled
10974,Client_852,Japan,APAC,David Okoro,Network Switch,Infrastructure,4500,NGN,2024.02.01,Wire Transfer,Cancelled
10975,Client_516,Canada,North America,Elena Rodriguez,Herman Miller Chair,Furniture,1450,GBP,2023.09.25,Crypto,Pending
10976,Client_779,Nigeria,Africa,David Okoro,Logitech MX Master,Accessories,99,EUR,21/02/2024,Credit Card,Completed
10977,Client_754,Japan,APAC,Sarah Jenkins,Samsung S23 Ultra,Electronics,USD 1199,USD,2023.06.03,PayPal,Completed
10978,Client_369,Australia,APAC,David Okoro,Sony WH-1000XM5,Accessories,399,GBP,20/12/2023,Wire Transfer,Cancelled
10979,Client_374,USA,North America,Yuki Tanaka,Network Switch,Infrastructure,4500,USD,03/18/2023,Credit Card,Pending
10980,Client_405,Canada,North America,Sarah Jenkins,iPhone 15 Pro,Electronics,999,USD,13/11/2023,Crypto,Completed
10981,Client_660,UK,EMEA,Michael Chen,Conference Table,Furniture,2100,USD,2023.09.15,Wire Transfer,Completed
10982,Client_230,UK,EMEA,Yuki Tanaka,iPhone 15 Pro,Electronics,USD 999,USD,2024.01.30,Wire Transfer,Cancelled
10983,Client_59,Germany,EMEA,David Okoro,MacBook Pro M3,Electronics,2499,EUR,11/09/2023,Crypto,Pending
10984,Client_221,UK,EMEA,Yuki Tanaka,Logitech MX Master,Accessories,99,USD,N/A,Wire Transfer,Completed
10985,Client_763,Germany,EMEA,Elena Rodriguez,Network Switch,Infrastructure,4500,USD,31/01/2024,Wire Transfer,Pending
10986,Client_328,Australia,APAC,David Okoro,Enterprise Server,Infrastructure,15200,USD,24/04/2024,Crypto,Pending
10987,Client_733,UK,EMEA,Yuki Tanaka,Thunderbolt Dock,Accessories,299,NGN,05/16/2023,Credit Card,Pending
10988,Client_456,UK,EMEA,Sarah Jenkins,Electric Standing Desk,Furniture,850,NGN,2024.01.16,PayPal,Cancelled
10989,Client_407,UK,EMEA,David Okoro,Enterprise Server,Infrastructure,15200,EUR,07/24/2023,PayPal,Pending
10990,Client_574,USA,North America,Sarah Jenkins,Network Switch,Infrastructure,4500,USD,24/01/2023,Credit Card,Cancelled
10991,Client_536,USA,North America,Michael Chen,Samsung S23 Ultra,Electronics,1199,USD,"Apr 03, 2024",Crypto,Completed
10992,Client_505,Nigeria,Africa,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,"Jun 26, 2023",PayPal,Completed
10993,Client_124,Japan,APAC,Elena Rodriguez,Conference Table,Furniture,2100,USD,2024.05.13,Credit Card,Cancelled
10994,Client_296,Australia,APAC,Michael Chen,Network Switch,Infrastructure,4500,USD,"May 17, 2023",Crypto,Pending
10995,Client_363,Germany,EMEA,Yuki Tanaka,MacBook Pro M3,Electronics,2499,JPY,16/06/2023,Wire Transfer,Completed
10996,Client_902,Australia,APAC,Elena Rodriguez,Logitech MX Master,Accessories,99,NGN,11/04/2024,PayPal,Cancelled
10997,Client_362,Nigeria,Africa,Michael Chen,Sony WH-1000XM5,Accessories,399,USD,03/02/2024,Crypto,Completed
10998,Client_691,Australia,APAC,Yuki Tanaka,Logitech MX Master,Accessories,99,GBP,02/23/2023,Credit Card,In Review
10999,Client_275,UK,EMEA,Sarah Jenkins,Enterprise Server,Infrastructure,15200,EUR,05/17/2023,Credit Card,Cancelled
11000,Client_497,Canada,North America,David Okoro,Logitech MX Master,Accessories,99,JPY,"Jan 05, 2023",Crypto,In Review
11001,Client_753,Germany,EMEA,Michael Chen,Conference Table,Furniture,2100,JPY,2023.01.10,Wire Transfer,Cancelled
11002,Client_693,Nigeria,Africa,Sarah Jenkins,MacBook Pro M3,Electronics,2499,USD,28/02/2024,Wire Transfer,In Review
11003,Client_483,USA,North America,Elena Rodriguez,MacBook Pro M3,Electronics,2499,USD,2023-14-32,PayPal,In Review
11004,Client_389,Japan,APAC,Elena Rodriguez,Network Switch,Infrastructure,4500,JPY,2023-14-32,PayPal,Cancelled
11005,Client_19,Australia,APAC,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,23/05/2023,Credit Card,Cancelled
11006,Client_82,Canada,North America,David Okoro,iPhone 15 Pro,Electronics,USD 999,EUR,05/01/2024,PayPal,Completed
11007,Client_961,Australia,APAC,Sarah Jenkins,Electric Standing Desk,Furniture,850 approx,USD,02/04/2023,Credit Card,Completed
11008,Client_72,USA,North America,Yuki Tanaka,Logitech MX Master,Accessories,99,USD,2024.05.13,Wire Transfer,Pending
11009,Client_998,Australia,APAC,Michael Chen,Logitech MX Master,Accessories,99,USD,17/04/2023,Credit Card,In Review
11010,Client_630,Japan,APAC,Michael Chen,Samsung S23 Ultra,Electronics,,JPY,2023.08.17,Credit Card,Completed
11011,Client_712,Australia,APAC,Sarah Jenkins,Conference Table,Furniture,2100,GBP,2023.04.15,Wire Transfer,Completed
11012,Client_12,Australia,APAC,David Okoro,Herman Miller Chair,Furniture,USD 1450,USD,"Mar 04, 2023",Crypto,Completed
11013,Client_830,Nigeria,Africa,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,17/04/2023,Credit Card,Completed
11014,Client_989,Japan,APAC,Michael Chen,Rack Cabinet,Infrastructure,1200,GBP,2023-14-32,Wire Transfer,Cancelled
11015,Client_429,Nigeria,Africa,Yuki Tanaka,Herman Miller Chair,Furniture,1450,NGN,"Aug 28, 2023",Credit Card,Cancelled
11016,Client_308,UK,EMEA,Sarah Jenkins,Conference Table,Furniture,2100,USD,31/03/2023,PayPal,In Review
11017,Client_143,Nigeria,Africa,Sarah Jenkins,Electric Standing Desk,Furniture,850,USD,20/09/2023,Wire Transfer,Completed
11018,Client_732,Canada,North America,Sarah Jenkins,Herman Miller Chair,Furniture,1450,EUR,25/06/2023,Wire Transfer,Completed
11019,Client_440,Japan,APAC,David Okoro,Sony WH-1000XM5,Accessories,399,USD,30/01/2023,Crypto,Cancelled
11020,Client_622,Japan,APAC,Elena Rodriguez,iPhone 15 Pro,Electronics,999,GBP,16/01/2024,PayPal,In Review
11021,Client_546,Nigeria,Africa,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,GBP,18/02/2024,PayPal,Completed
11022,Client_585,Australia,APAC,Sarah Jenkins,iPhone 15 Pro,Electronics,999,JPY,04/30/2024,Crypto,Pending
11023,Client_219,Canada,North America,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,USD,04/02/2023,Wire Transfer,Pending
11024,Client_683,Germany,EMEA,Michael Chen,Sony WH-1000XM5,Accessories,,EUR,08/08/2023,Credit Card,Completed
11025,Client_116,Nigeria,Africa,Yuki Tanaka,Rack Cabinet,Infrastructure,1200,USD,"Jan 25, 2023",Wire Transfer,Pending
11026,Client_155,UK,EMEA,Michael Chen,Sony WH-1000XM5,Accessories,399,JPY,03/12/2023,PayPal,Completed
11027,Client_160,Nigeria,Africa,Michael Chen,Herman Miller Chair,Furniture,1450,JPY,11/05/2024,Crypto,Pending
11028,Client_384,Japan,APAC,Yuki Tanaka,Thunderbolt Dock,Accessories,299,NGN,2023.12.15,Wire Transfer,Completed
11029,Client_969,Japan,APAC,Sarah Jenkins,Herman Miller Chair,Furniture,1450,GBP,10/12/2023,PayPal,In Review
11030,Client_239,Japan,APAC,Yuki Tanaka,Rack Cabinet,Infrastructure,1200,USD,07/29/2023,Credit Card,Cancelled
11031,Client_719,Nigeria,Africa,David Okoro,Network Switch,Infrastructure,4500,JPY,2023.08.24,Wire Transfer,Completed
11032,Client_64,USA,North America,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,02/27/2024,Wire Transfer,Completed
11033,Client_199,USA,North America,Michael Chen,Logitech MX Master,Accessories,99,USD,2023.01.24,Credit Card,Completed
11033,Client_199,USA,North America,Michael Chen,Logitech MX Master,Accessories,99,USD,2023.01.24,Credit Card,Completed
11034,Client_756,Germany,EMEA,Elena Rodriguez,Herman Miller Chair,Furniture,1450,JPY,07/04/2023,Wire Transfer,Cancelled
11035,Client_582,Canada,North America,David Okoro,MacBook Pro M3,Electronics,2499,USD,"Mar 17, 2023",Credit Card,Completed
11036,Client_791,Canada,North America,Michael Chen,Herman Miller Chair,Furniture,1450 approx,USD,"Apr 19, 2023",Wire Transfer,Cancelled
11037,Client_435,Germany,EMEA,Michael Chen,Enterprise Server,Infrastructure,15200,GBP,30/11/2023,Crypto,Cancelled
11038,Client_665,Germany,EMEA,Michael Chen,Conference Table,Furniture,2100,JPY,2023.08.16,Wire Transfer,Cancelled
11039,Client_415,Germany,EMEA,Michael Chen,Network Switch,Infrastructure,4500,USD,03/01/2024,PayPal,Pending
11040,Client_984,USA,North America,Elena Rodriguez,Thunderbolt Dock,Accessories,299,USD,N/A,Crypto,Completed
11041,Client_81,Canada,North America,Yuki Tanaka,Conference Table,Furniture,2100,USD,24/12/2023,Wire Transfer,Completed
11042,Client_491,Germany,EMEA,David Okoro,Network Switch,Infrastructure,4500,NGN,04/22/2024,Crypto,Completed
11043,Client_542,Nigeria,Africa,Elena Rodriguez,Logitech MX Master,Accessories,99,NGN,2023.01.02,Crypto,Pending
11044,Client_225,Australia,APAC,Yuki Tanaka,iPhone 15 Pro,Electronics,999,USD,08/01/2024,Credit Card,In Review
11045,Client_343,Japan,APAC,Michael Chen,Rack Cabinet,Infrastructure,1200,GBP,14/02/2023,Wire Transfer,Completed
11046,Client_548,Australia,APAC,Elena Rodriguez,Electric Standing Desk,Furniture,,USD,03/08/2023,Crypto,Completed
11047,Client_745,USA,North America,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,01/11/2023,PayPal,Completed
11048,Client_168,Germany,EMEA,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,2023.10.16,PayPal,Completed
11049,Client_560,Canada,North America,David Okoro,Network Switch,Infrastructure,4500,EUR,22/01/2024,Credit Card,Pending
11050,Client_16,Australia,APAC,David Okoro,Herman Miller Chair,Furniture,USD 1450,USD,"Aug 27, 2023",Wire Transfer,Cancelled
11051,Client_82,UK,EMEA,Sarah Jenkins,Logitech MX Master,Accessories,99,USD,N/A,Credit Card,In Review
11052,Client_149,Canada,North America,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,21/02/2024,Wire Transfer,Completed
11053,Client_256,Australia,APAC,Sarah Jenkins,MacBook Pro M3,Electronics,2499,EUR,N/A,Credit Card,Completed
11054,Client_252,Japan,APAC,Yuki Tanaka,Network Switch,Infrastructure,4500,USD,19/08/2023,Credit Card,Cancelled
11055,Client_713,Canada,North America,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,2024.04.09,Crypto,In Review
11056,Client_454,Canada,North America,David Okoro,Conference Table,Furniture,,USD,04/03/2023,PayPal,Completed
11057,Client_535,Japan,APAC,David Okoro,Logitech MX Master,Accessories,99,NGN,2023-14-32,Crypto,Cancelled
11058,Client_344,Canada,North America,Elena Rodriguez,Logitech MX Master,Accessories,99 approx,EUR,06/02/2023,PayPal,Completed
11059,Client_235,Nigeria,Africa,David Okoro,Electric Standing Desk,Furniture,850,USD,N/A,Wire Transfer,Cancelled
11060,Client_867,Canada,North America,David Okoro,Enterprise Server,Infrastructure,15200,GBP,2024.05.06,PayPal,Cancelled
11061,Client_671,Germany,EMEA,David Okoro,Herman Miller Chair,Furniture,,NGN,2023.09.06,Crypto,Cancelled
11062,Client_730,Japan,APAC,Elena Rodriguez,Enterprise Server,Infrastructure,15200,JPY,14/01/2023,Credit Card,Completed
11063,Client_503,USA,North America,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,05/05/2023,Wire Transfer,In Review
11064,Client_319,Nigeria,Africa,Yuki Tanaka,Thunderbolt Dock,Accessories,299,JPY,05/25/2023,Wire Transfer,In Review
11065,Client_615,Japan,APAC,Yuki Tanaka,MacBook Pro M3,Electronics,2499,EUR,08/05/2024,Crypto,Pending
11066,Client_643,Germany,EMEA,Yuki Tanaka,Network Switch,Infrastructure,4500,USD,05/01/2024,Credit Card,Pending
11067,Client_959,Germany,EMEA,Sarah Jenkins,Enterprise Server,Infrastructure,15200,USD,16/04/2023,Wire Transfer,Completed
11068,Client_56,Canada,North America,Yuki Tanaka,Enterprise Server,Infrastructure,15200 approx,USD,27/05/2023,Crypto,Cancelled
11069,Client_793,Canada,North America,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,19/07/2023,Crypto,Pending
11070,Client_346,Australia,APAC,Sarah Jenkins,iPhone 15 Pro,Electronics,999,GBP,2023.01.11,Credit Card,Pending
11071,Client_630,Canada,North America,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,09/02/2024,Credit Card,Completed
11072,Client_311,Nigeria,Africa,Michael Chen,Logitech MX Master,Accessories,99,USD,2023.06.30,Crypto,In Review
11073,Client_534,Nigeria,Africa,Yuki Tanaka,Samsung S23 Ultra,Electronics,1199,USD,08/02/2024,Credit Card,In Review
11074,Client_616,Australia,APAC,Michael Chen,MacBook Pro M3,Electronics,2499,USD,23/10/2023,PayPal,Pending
11075,Client_425,Canada,North America,Yuki Tanaka,Herman Miller Chair,Furniture,1450,EUR,01/02/2024,Crypto,In Review
11076,Client_503,Australia,APAC,Sarah Jenkins,Rack Cabinet,Infrastructure,1200,EUR,N/A,PayPal,Completed
11076,Client_503,Australia,APAC,Sarah Jenkins,Rack Cabinet,Infrastructure,1200,EUR,N/A,PayPal,Completed
11077,Client_257,Australia,APAC,David Okoro,Electric Standing Desk,Furniture,850,USD,2023.07.05,PayPal,Cancelled
11078,Client_232,Germany,EMEA,Yuki Tanaka,Network Switch,Infrastructure,4500,USD,2024.05.11,Wire Transfer,Completed
11079,Client_869,Germany,EMEA,David Okoro,Samsung S23 Ultra,Electronics,1199,USD,2023.01.05,Wire Transfer,In Review
11080,Client_401,Japan,APAC,Sarah Jenkins,Conference Table,Furniture,2100,USD,04/10/2023,Credit Card,In Review
11081,Client_500,Canada,North America,Michael Chen,iPhone 15 Pro,Electronics,999,NGN,19/09/2023,Credit Card,Cancelled
11082,Client_479,Japan,APAC,Yuki Tanaka,Enterprise Server,Infrastructure,15200,USD,05/12/2023,Wire Transfer,Completed
11083,Client_644,Germany,EMEA,David Okoro,Herman Miller Chair,Furniture,1450,NGN,06/04/2023,PayPal,Pending
11084,Client_530,Canada,North America,Yuki Tanaka,Conference Table,Furniture,2100,USD,2024.04.22,Wire Transfer,Completed
11085,Client_537,USA,North America,Elena Rodriguez,Herman Miller Chair,Furniture,1450,USD,"Aug 15, 2023",Crypto,In Review
11086,Client_146,Australia,APAC,Michael Chen,Sony WH-1000XM5,Accessories,399,USD,05/11/2023,Credit Card,In Review
11087,Client_540,Nigeria,Africa,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,12/06/2023,PayPal,Pending
11088,Client_611,Nigeria,Africa,Sarah Jenkins,Logitech MX Master,Accessories,99,JPY,2023.05.16,PayPal,Pending
11089,Client_234,Australia,APAC,Elena Rodriguez,Electric Standing Desk,Furniture,850,USD,"Apr 01, 2023",Wire Transfer,Pending
11090,Client_130,Australia,APAC,Sarah Jenkins,MacBook Pro M3,Electronics,2499 approx,EUR,07/02/2024,Crypto,Pending
11090,Client_130,Australia,APAC,Sarah Jenkins,MacBook Pro M3,Electronics,2499 approx,EUR,07/02/2024,Crypto,Pending
11091,Client_425,Australia,APAC,David Okoro,Samsung S23 Ultra,Electronics,1199 approx,USD,2023.08.27,Credit Card,In Review
11092,Client_132,Nigeria,Africa,Elena Rodriguez,Sony WH-1000XM5,Accessories,399 approx,USD,N/A,Wire Transfer,In Review
11093,Client_313,Nigeria,Africa,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,04/09/2023,Credit Card,Completed
11093,Client_313,Nigeria,Africa,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,04/09/2023,Credit Card,Completed
11094,Client_973,Nigeria,Africa,David Okoro,MacBook Pro M3,Electronics,2499,USD,17/11/2023,Wire Transfer,Cancelled
11095,Client_649,Nigeria,Africa,David Okoro,Samsung S23 Ultra,Electronics,1199,USD,N/A,Wire Transfer,Completed
11096,Client_40,Canada,North America,Yuki Tanaka,Sony WH-1000XM5,Accessories,399,USD,25/10/2023,Crypto,Pending
11097,Client_409,USA,North America,Sarah Jenkins,Rack Cabinet,Infrastructure,1200 approx,USD,03/23/2023,Wire Transfer,In Review
11098,Client_722,UK,EMEA,Yuki Tanaka,iPhone 15 Pro,Electronics,999,NGN,2023.09.13,Wire Transfer,Completed
11099,Client_66,USA,North America,David Okoro,Electric Standing Desk,Furniture,USD 850,USD,03/01/2023,Credit Card,Completed
11100,Client_115,UK,EMEA,Sarah Jenkins,Network Switch,Infrastructure,4500 approx,USD,2024.03.28,PayPal,Pending
11101,Client_988,Germany,EMEA,Elena Rodriguez,Electric Standing Desk,Furniture,850,EUR,04/12/2023,Wire Transfer,Completed
11102,Client_695,Australia,APAC,Sarah Jenkins,Thunderbolt Dock,Accessories,299,JPY,2023.12.28,Wire Transfer,Completed
11103,Client_603,Japan,APAC,Yuki Tanaka,Network Switch,Infrastructure,4500,EUR,09/03/2023,Credit Card,Completed
11104,Client_779,UK,EMEA,Sarah Jenkins,Conference Table,Furniture,2100,GBP,2023.09.05,Credit Card,Cancelled
11105,Client_901,UK,EMEA,Sarah Jenkins,Logitech MX Master,Accessories,99,JPY,09/08/2023,Wire Transfer,Pending
11106,Client_418,Australia,APAC,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,2023.02.19,Credit Card,Completed
11107,Client_69,Canada,North America,Elena Rodriguez,Sony WH-1000XM5,Accessories,399,USD,19/12/2023,Wire Transfer,In Review
11108,Client_987,Germany,EMEA,Yuki Tanaka,Rack Cabinet,Infrastructure,1200,JPY,26/03/2024,Crypto,In Review
11109,Client_106,Germany,EMEA,Elena Rodriguez,Herman Miller Chair,Furniture,1450,JPY,18/04/2023,PayPal,Completed
11110,Client_398,Australia,APAC,Michael Chen,Conference Table,Furniture,2100,NGN,08/30/2023,Crypto,In Review
11111,Client_865,Germany,EMEA,Sarah Jenkins,Samsung S23 Ultra,Electronics,1199,EUR,09/08/2023,Credit Card,In Review
11112,Client_894,Germany,EMEA,Elena Rodriguez,MacBook Pro M3,Electronics,2499,USD,2023.04.29,Credit Card,Completed
11113,Client_605,Japan,APAC,Yuki Tanaka,Logitech MX Master,Accessories,99,GBP,2023.06.29,PayPal,Cancelled
11114,Client_522,Canada,North America,Yuki Tanaka,Network Switch,Infrastructure,4500,USD,"Nov 01, 2023",PayPal,Completed
11115,Client_953,Nigeria,Africa,Elena Rodriguez,Samsung S23 Ultra,Electronics,1199,USD,"Mar 31, 2024",Wire Transfer,Pending
11116,Client_715,Australia,APAC,Yuki Tanaka,Conference Table,Furniture,2100,EUR,2023.08.21,PayPal,In Review
11117,Client_928,Germany,EMEA,Elena Rodriguez,Logitech MX Master,Accessories,,USD,2024.02.15,Credit Card,Cancelled
11118,Client_12,Germany,EMEA,Sarah Jenkins,Thunderbolt Dock,Accessories,299,USD,02/19/2024,Credit Card,Completed
11119,Client_295,USA,North America,Sarah Jenkins,Conference Table,Furniture,2100,USD,N/A,Crypto,Completed
11120,Client_233,USA,North America,Elena Rodriguez,iPhone 15 Pro,Electronics,999,USD,2023.02.07,Crypto,Completed
11121,Client_596,Germany,EMEA,Sarah Jenkins,Thunderbolt Dock,Accessories,,USD,"Feb 28, 2024",Wire Transfer,Pending
11122,Client_414,Japan,APAC,Sarah Jenkins,Conference Table,Furniture,2100,USD,04/06/2023,Credit Card,Completed
11123,Client_924,Australia,APAC,Yuki Tanaka,iPhone 15 Pro,Electronics,999,GBP,2024.02.17,PayPal,In Review
11124,Client_779,USA,North America,Elena Rodriguez,Rack Cabinet,Infrastructure,1200,USD,2023-14-32,Crypto,Completed
11125,Client_83,Japan,APAC,Michael Chen,Enterprise Server,Infrastructure,15200,USD,2023.04.24,PayPal,Completed
11126,Client_538,Australia,APAC,Sarah Jenkins,Conference Table,Furniture,2100,USD,04/08/2023,Crypto,Cancelled
11127,Client_439,Japan,APAC,Sarah Jenkins,Herman Miller Chair,Furniture,1450,GBP,07/01/2023,PayPal,Completed
11128,Client_635,Nigeria,Africa,David Okoro,Enterprise Server,Infrastructure,15200,USD,08/29/2023,PayPal,In Review
11129,Client_47,Nigeria,Africa,David Okoro,Herman Miller Chair,Furniture,1450,USD,N/A,Wire Transfer,Completed
11130,Client_859,USA,North America,Sarah Jenkins,iPhone 15 Pro,Electronics,999,USD,2023.07.18,PayPal,Pending
11131,Client_838,UK,EMEA,Michael Chen,Enterprise Server,Infrastructure,15200,NGN,05/31/2023,PayPal,Cancelled
11132,Client_782,Japan,APAC,Michael Chen,Network Switch,Infrastructure,4500,USD,"Sep 24, 2023",PayPal,In Review
11133,Client_729,Germany,EMEA,David Okoro,Conference Table,Furniture,2100,JPY,06/10/2023,PayPal,Cancelled
11134,Client_814,UK,EMEA,David Okoro,Network Switch,Infrastructure,4500,USD,28/08/2023,PayPal,Cancelled
11135,Client_340,Japan,APAC,Sarah Jenkins,Thunderbolt Dock,Accessories,299 approx,USD,2023.09.18,PayPal,Cancelled
11136,Client_185,Germany,EMEA,Sarah Jenkins,Network Switch,Infrastructure,4500,USD,02/11/2024,PayPal,In Review
11137,Client_844,Australia,APAC,David Okoro,Herman Miller Chair,Furniture,USD 1450,USD,21/10/2023,PayPal,In Review
11138,Client_937,USA,North America,Sarah Jenkins,Rack Cabinet,Infrastructure,1200,USD,26/01/2024,Wire Transfer,Pending
11139,Client_652,Germany,EMEA,Elena Rodriguez,Herman Miller Chair,Furniture,1450,USD,04/10/2024,Wire Transfer,Completed
11140,Client_635,Germany,EMEA,Yuki Tanaka,Network Switch,Infrastructure,4500,USD,18/03/2024,Wire Transfer,Completed
11141,Client_421,Canada,North America,Michael Chen,Sony WH-1000XM5,Accessories,399,GBP,2024.01.03,Credit Card,Completed
11142,Client_952,USA,North America,Yuki Tanaka,MacBook Pro M3,Electronics,2499,USD,2023.01.26,Crypto,Pending
